ID,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
217,4.41,13.66,16.73,14.55,13.41,7.44,19.54,17.28,21.98,13.07,10.44,25.49,24.52,18.3,27.13,4.25,9.03
218,6.12,25.32,47,36.56,36.32,13.88,33.56,44.18,50.36,37.67,30.56,67.45,59.2,49.08,75.83,7.48,18.25
219,7.43,32.2,72.19,72.4,54.65,17.51,44.45,54.65,67.79,61.9,50.95,88.71,86.59,63.93,123.55,5.24,21.41
220,2.71,7.3,10.98,17.53,10.05,2.16,9.38,8.58,14.32,9.89,11.51,16.18,17.68,10.86,21.37,0.27,3.02
221,0,0.78,0,1.52,0,0,0.13,0,0.71,0,1.79,0.81,2.16,0,0.11,0,0.67
222,4.22,5.15,3.74,9.44,8.65,2.95,7.47,4.95,7.86,3.89,5.67,7.1,6.98,4.43,9.67,0.47,3.44
223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,3.26,5.18,3.8,4.25,2.57,4.24,5.14,3.76,3.14,0,4.71,3.65,2.62,3.13,2.41,0,2.92
235,18.5,24.27,17.46,25.85,16.8,18.62,28.54,21.56,15.98,6.29,23.35,19.52,22.34,22.48,17.25,11.85,17.78
236,63.42,59.01,53.37,76.09,37.45,59.87,106.47,65.72,61.69,14.46,72.57,80.07,62.41,44.72,36.82,0.08,38.99
237,68.3,63.23,63.61,90.03,38.54,70.51,137.09,65.36,87.37,18.23,104.12,96.95,72.45,64.99,56.02,2.24,58.68
238,97.21,80.12,106.69,111.94,29.1,84.91,206.25,86.82,115.57,29.1,155.44,149.97,86.71,105.98,77.38,1.62,69.09
239,83.91,60.83,80.98,96.79,15.63,78.18,191.03,66.86,110.26,27.48,141.74,120.88,86.15,88.59,71.62,1.43,68.21
240,127.17,91.06,131.86,123.1,32.46,103.97,248.81,89.23,150.38,43.35,198.71,181.59,101.1,138.62,108.05,11.42,100.38
241,119.12,114.34,159.88,122.09,25.99,106.05,281.3,107.44,150.96,38.48,207.4,184.49,103.62,134.42,113.22,1.2,100.54
242,85.3,93.94,123.29,111.92,36.59,85.43,239.58,91.51,130.5,33.08,186.56,170.15,95.73,107.16,96.89,0.6,72.63
243,61.2,66.82,95.38,85.08,28.77,56.47,185.87,78.14,94.47,35.93,148.11,151.1,69.16,88.63,70.86,0,37.41
244,48.89,63.39,81.78,88.19,32.9,56.45,175.87,63.21,97.71,29.55,140.55,141.65,65.36,70.46,71.99,0,35.76
245,0.74,8.35,26.54,21.22,17.86,10.58,22.54,14.3,38.4,73.1,36.98,43.45,24.93,39.38,47.82,7.31,0
246,0.88,10.19,28.12,21.05,21.88,12,19.64,10.71,34.01,86.19,37.11,47.56,18.16,46.48,48.78,3.68,0
247,0.09,2.66,10.59,10.97,4.5,2.18,12.43,6.73,17.42,40.85,21.57,27.63,21.61,16.67,29.23,1.81,0
248,0.73,4.35,7.84,11.74,5.03,5.79,9.82,4.71,13.99,18.02,14.59,16.13,12.69,13.9,20.3,4.08,0
249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,21.18,19.16,39.13,51.73,62.83,20.5,46.89,40.23,52.54,41.28,53.72,44.09,54.41,44.9,66.2,39.72,24.28
251,2.12,11.45,38.66,21.54,21.36,5.3,17.84,14.85,32.83,99.45,40.21,64.58,39.69,56.65,74.6,12.11,0
252,11.89,12.67,38.24,45.85,43.29,14.27,25.95,19.33,48.49,43.15,52.49,53.66,45.15,44.64,67.53,21.87,3.88
253,3.27,3.97,16.23,15.56,21.42,4.96,19.25,15.5,29.74,18.12,26.08,34.78,44.03,21.48,41.57,10.39,2.49
254,12.16,11.71,41.04,42.5,45.3,14.28,40.13,34.37,58.92,41.68,45.37,57.89,57.9,44.01,73.47,22.88,11.93
255,0.19,1.13,8.5,6.88,8.18,1.83,12.99,8.38,11.85,7.81,8.06,14.52,21.05,8.21,15.03,0,1.34
256,1.13,4.92,37.85,29.35,32.69,4.82,28.91,39.8,50.3,39.88,35.61,63.17,77.17,39.54,76.34,0.34,5.31
257,1.59,5.37,41.58,29.21,28.88,2.86,26.48,36.08,50.96,43.05,38.71,66.66,76.82,41.73,81.64,0.76,4.52
258,1.71,3.09,12.79,17.81,13.44,1.89,10.03,13.98,14.8,7.59,13.39,16.93,26.55,10.88,25.08,0,2.55
259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,11.12,10.15,24.48,36.43,23.02,3.46,22.41,25.72,32.95,18.28,24.12,36.56,38.22,19.72,41.49,0.14,5.86
261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,0.74,0,0.96,2.55,1.21,0,0.38,0.51,2.43,1.74,2.76,2.82,2.1,1.24,4.93,0,0
263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,9.31,5.7,10.9,17.88,18.98,16.45,18.72,11.49,12.7,5.33,14.83,11.23,16.84,26.19,19.43,0.54,0.59
271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,47.77,49.95,49.09,65.22,23.14,54.08,98.76,53.71,42.1,9.98,64.98,62.09,59.89,44.93,35.49,10.89,35.42
276,113.35,81.42,107.48,131.42,44.02,103.43,193.51,91.53,112.63,44.69,140.02,151.17,113.72,117.48,96.27,19.59,93.09
277,125.74,110.17,127.99,147.1,32.98,122.39,273.67,100.84,163.98,27.59,210.79,173.58,121.52,157.91,123.07,4.04,128.3
278,131.92,98.09,128.65,150.83,32.99,116.52,260.77,83.56,167.89,33.15,208.7,170.24,116.29,168.27,148.45,28.25,138.48
279,121.81,84.7,118.05,128.66,16.28,104.5,246.15,72.79,159.75,28.02,192.42,153.33,111.4,149.12,130.73,20.74,126.51
280,143.28,138.94,167.55,172.46,39.85,144.35,348.83,118.37,215.75,17.89,254.99,194.41,149.2,175.95,165.28,4.95,164.13
281,100.61,120.21,125.35,156.13,46.35,118.23,295.65,80.32,171,10.86,213.35,173.44,132.15,119.01,140.98,0.34,128.85
282,52.72,74.86,66.04,137.04,59.51,92.62,219.15,37.14,141.08,3.24,145.76,134.98,102.87,50.42,99.66,0,70.43
283,2.8,11.49,32.67,23.78,24.04,15.26,28.87,15.5,41.65,92.38,49.61,50.02,23.73,44.25,51.35,6.31,0
284,0.74,8.28,29.7,24.51,21.96,10.79,24.79,16.58,40.77,92.09,49.88,51.21,29.45,41.13,52.67,4.45,0
285,0.94,12.39,30.8,23.19,19.21,12.95,21.64,14.3,32.12,88.22,40.83,50.61,20.42,41.62,44.48,4.05,0
286,8.86,9.16,12.71,16.94,18.27,8.09,18.25,14.2,21.28,18.6,19,18.17,17.04,17.11,30.07,14.12,12.49
287,0,0,0,2.05,3.61,0,6.94,0.65,9.04,3.52,10.33,13.47,21.9,1.31,13.07,2.04,0
288,1.96,6.18,26.72,34.98,34.73,5.25,35.42,25.06,61.02,73.13,58.76,57.66,69.44,40.19,80.14,7.66,0
289,5.31,8.37,32.79,31.97,35.44,5.6,34.38,25.56,44.53,78.78,53.89,56.98,53.15,44.53,77.96,9.36,0
290,2.72,6.68,45.78,17.19,26.41,2.3,18.25,16.49,34.38,108.73,52.97,67.23,39.71,56.28,81.97,15.05,0
291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292,8.02,4.93,43.73,36.55,53.86,4.21,26.46,22.71,54.09,54.69,49.18,61.25,55.06,48.38,71.04,30.35,0.04
293,0.71,0.23,3.2,1.98,2.93,0.04,1.44,1.16,3.94,5.71,4.46,6.53,5.6,3.82,7.15,2.59,0
294,6.48,6.33,23.9,31.07,32.96,9.84,34.7,23.49,43.33,26.06,62.05,43.47,55.96,24.32,46.37,19.83,3.18
295,1.82,1.46,27.56,26.02,34.94,2.44,39.45,29.98,47.49,43.65,48.12,50.8,77.53,26.79,67.31,4.06,0.74
296,0.05,0.58,38.62,43.71,46.14,1.4,44.98,33.83,54.73,54.58,63.92,75.75,119.14,31.49,107.85,0.8,0.2
297,1.05,1.78,30.82,47.54,36.25,0.3,41.31,40.37,50.1,52.42,62.02,71.61,110.17,31.71,106.34,0,2.1
298,1.32,2.23,35.52,47.32,37.86,1.22,33.29,46.47,45.51,47.37,60.36,68.55,91.16,30.21,90.75,0.24,1.84
299,5.64,4.13,18.93,27.34,23.38,2.85,19.39,25.52,30.07,17.9,26.33,31.95,37.88,15.56,42.99,0.31,2.89
300,1.13,0.71,3.29,4.53,2.93,0,3.03,3.73,5.77,2.12,3.86,4.1,7.26,2.33,6.44,0,0
301,6.26,0,11.15,8.81,8.6,0,4.34,11.12,14.4,8.62,13,16.91,11,6.37,23.37,0,0.69
302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,9.66,12.88,14.39,11.15,2.2,12.12,18.31,16.99,2.42,4.61,10.01,12.39,8.48,5.46,2.12,3.98,6.65
315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316,16.39,25.49,14.02,34.78,14.89,32.15,41.73,14.59,29.43,2.85,34.56,19.08,25.82,23.44,27.33,6.69,19.94
317,67.73,54.19,65.56,88.54,21.96,71.69,148.97,43.67,91.08,17.12,112.08,88.93,75.91,84.62,80.61,15.15,82.12
318,159.35,138.64,151.28,202.23,48.4,153.31,329.18,106.85,236.15,25.94,261.8,198.28,136.97,231.12,204.51,34.53,205.78
319,159.69,102.07,158.45,155.62,21.33,124.07,292.99,85.76,187.16,32.78,230.78,186.71,128.44,188.7,166.44,38.06,169.5
320,133.02,151.97,127.31,194.44,49.07,143.01,335.69,115.84,240.14,6.27,271.33,176.4,147.59,200.5,171.86,5.13,179.97
321,0.59,8.55,17.39,14.43,12,8.29,17.59,11.03,23.88,65.31,33.3,33.55,19.26,22.25,36.59,3.69,0
322,0.72,8.47,21.39,13.86,15.39,9.72,16.38,11.13,29.86,67.89,42.19,40.32,26.38,27.31,40.62,3.75,0
323,3.82,13.44,33.97,29.3,23.24,13.61,25.24,17.17,49.75,99.59,51.04,51.82,33.89,45.02,56.55,7.27,0
324,1.93,6.99,19.58,23.27,17.02,7.03,26.54,13.11,42.09,53.25,40.75,41.67,47.03,26.09,49.98,7.68,0
325,1.34,2.12,13.69,14.79,21.18,1.7,24.2,15.44,41.65,51.06,39.58,42.7,52.04,21.13,53.2,9.41,0
326,3.13,10.34,35.91,19.68,24.1,10.88,25.6,16.9,44.54,105,46.11,58.81,43.05,44.25,68.57,11.1,0
327,6.11,6.01,25.88,42.83,48.39,5.55,51.15,31.2,63.16,53.5,67.97,50.34,71.63,23.84,70.97,17.83,0
328,1.81,6.07,40.3,27.45,25.34,1.73,28.07,21.53,42.81,98.12,62.55,65.34,58.4,52.82,88.73,11.08,0
329,12.81,17.06,69.97,46.74,70.06,6.98,24.16,23.24,63.73,107.7,94.94,96.48,67.7,80.27,119.13,45.2,0
330,29.06,19.94,119.86,153.15,168.54,23.51,58.46,63.94,148.32,131.84,165.38,144.46,112.71,133.86,193.61,76.77,7.39
331,15.29,8.67,55.23,74.1,78.72,21.17,39.07,32.01,71.26,59.91,94.06,66.45,61.29,60.61,97.42,41.14,7.55
332,1.37,0,4.61,6.83,8.44,1.75,9.81,4.24,10.71,3.97,16.4,8.24,14.31,5.7,11.92,4.98,1.23
333,3.91,2.14,13.72,18.37,21.99,3.47,17.59,11.37,22.26,14.73,31.3,18.38,24.96,12.69,26.06,8.28,2.02
334,0.54,0,4.89,6.92,10.04,0.29,15.37,10.67,16.71,11.4,15.44,15.02,21.78,5.25,19.17,2.3,0
335,0.78,0.03,27.93,40.34,62.82,0.95,62.71,44.46,65.49,44.66,79.8,65.18,103.34,23.86,82.95,3.6,0.47
336,0.45,0.04,20.4,24.93,40.42,0.29,38.26,41.01,50.11,52.14,62.48,64.99,108.75,17.31,94.21,1.47,0
337,1.86,0.26,25.37,33.68,36.76,2.18,32.09,44.58,49.78,34.78,49.27,43.66,77.23,20.12,73.91,2.44,0
338,6.07,4.7,24.93,31.75,24.9,1.81,27.05,32.87,39.95,24.72,33.92,36.55,47.39,18.27,55.43,1.35,1.55
339,2.49,0.56,4.48,7.99,6.31,0.01,6.43,12.34,11.39,4.66,11.15,9,15.47,4.58,16.4,0.38,0.36
340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341,3.46,0,4.33,2.49,3.42,0,1.16,5.49,6,1.89,5.4,5.58,3.89,3.06,8.48,0,0.24
342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
349,8.09,6.9,10.5,15.64,7.27,9.13,20.41,14.59,8.76,3.47,9.67,15.27,18.09,22.45,11.3,0,0
350,1.81,1.43,2.91,6.86,1.15,2.97,8.19,5.13,0.52,1.14,4.71,3.36,8.33,4.17,1.71,0.67,0
351,27.06,37.49,34.23,35.04,19.83,28.89,47.3,38.61,18.08,14.8,34.75,34.86,40.23,37.96,27.78,21.96,21.56
352,26.18,42.66,44,46.49,15.99,38.77,64.47,50.22,13.53,16.4,39.95,44.73,44.3,33.91,27.27,15.2,18.79
353,64,77.22,93.68,102.63,9.69,83.7,143.63,121.08,16.49,27.99,73.2,86.08,84.24,22.22,8.95,17.05,23.92
354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355,16.79,16.65,14.9,22.83,7.7,16.33,30.76,13.89,21.34,4.7,26.4,24.49,16.8,18.66,17.49,2.71,14.44
356,60.91,36.87,60.2,59.99,8.68,57.36,130.93,38.58,71.24,14.92,96.97,79.36,64.36,64.78,55.27,7.22,49.71
357,140.98,103.68,137.44,158.16,27.9,117.35,283.73,85.84,184.52,30.74,223.7,184.92,120.55,188.16,163.01,30.31,156.23
358,139.62,86.27,140.81,126.81,15.96,113.62,266.79,77.42,162.86,31.55,206.21,168.66,125.12,152.95,142.3,28.12,141.86
359,115.12,107.47,115.27,147.91,35.76,116.55,294.66,84.91,193.38,13.33,231.22,170.88,128.98,150.51,146.01,6.15,141.68
360,1.84,10.1,24.92,20.89,18.5,10.73,26.89,15.75,41.46,71.58,43.84,33.58,23.93,26.56,41.33,9.57,0.47
361,1.03,6.8,22.03,16.11,16.36,7.32,21.51,15.35,41.11,66.4,43.08,32.24,29.54,26.42,44.12,6.83,0
362,0.81,4.65,20.24,17.79,14.45,7.32,17.09,15.82,40.41,80.22,47.11,38.22,33.52,25.49,43.9,4.65,0
363,1.62,10.36,27.89,22.09,18.61,11.59,20.94,10.99,37.2,72.02,36.35,36.03,28.93,31.99,42.92,8.28,0
364,2.85,5.59,22.4,17.01,18.49,8.28,16.72,11.47,38.61,75.25,35.38,43.02,31.24,30.25,46.53,6.14,0
365,2.72,14.35,40.93,21.91,25.99,14.86,25.2,15.99,45.75,125.39,50.34,62.79,35.7,47.52,70.67,8.58,0
366,6.48,10.25,28.84,32.48,36.16,12.28,34.44,19.79,51.6,66.56,58.23,52.69,60.01,32.58,75.85,16.96,0
367,2.78,9.94,38.88,31.17,27.32,6.93,28.23,22.88,39.22,99.05,58.39,61.44,53.46,46.64,85.74,8,0
368,8.77,14.94,55.73,47.98,45.23,8.32,31.13,24.99,47.4,114.66,88.72,86.38,64.83,61.73,104.78,23,0
369,25.17,20.7,117.2,123.32,125.66,21.73,70.16,49.72,130.55,146.55,268.7,157.18,128.64,109.76,211.26,77.37,13.44
370,1.11,1.18,10.92,10.69,13.58,1.08,16.54,3.03,12.83,10.94,47.13,17.51,22.04,8,20.38,8.28,6.17
371,0.16,0,1.08,0.44,7.27,0.99,14.89,0.48,6.32,2.24,21.2,12.4,15.63,0,8.18,1.05,7.28
372,7.76,2.6,18.58,24.62,46.33,8.68,53.29,27.11,42.12,25.66,90.06,37.89,63.06,13.85,42.15,18.75,14.45
373,3.8,7.43,5.84,9.51,13.2,3.55,10.39,8.62,8.91,6.73,19.11,10.09,17.22,6.13,13.21,7.75,3.75
374,0.38,1.07,14.44,12.86,20.98,1.35,31.56,26.94,40.82,37.62,65.68,42.9,64.24,13.06,58.37,5.09,0
375,0.2,3.36,24.09,43.33,63.57,5.83,71.05,65.87,70.66,50.81,100.21,66.26,127.61,10.49,97.21,6.7,0
376,12.4,10.56,29.18,37.53,38.34,7.57,34.91,35.78,40.28,26.33,47.9,38.02,63.98,20.51,51.9,9.36,4.26
377,0.4,0,4.24,5.32,4.11,0,3.99,5.59,6.43,3.53,5.67,3.58,7.02,2.04,8.97,0.33,0.32
378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379,0,0,0,0,0,0,0,0.25,0,0,0.64,0,0.69,0,0.35,0,0
380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
382,3.42,0,4.79,1.98,1.89,0,1.47,4.9,3.99,2.36,4.71,6.1,3.07,4.73,11.6,0,0
383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
384,2.45,0,1.24,3.73,3.9,0.9,2.8,3.93,4.98,1.12,4.31,4.71,4.24,6.48,6.39,0,0
385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388,15.71,14.01,16.08,25.55,18.02,15.62,26.09,18.25,15.83,8.3,20.23,21.33,25.16,33.27,23.15,3.59,8.24
389,0.63,0.22,1.1,1.76,0.8,1.36,3.27,2,0,0,2.32,1.89,4.13,0.75,0.75,0,0
390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
391,30.49,35.71,36.33,39.73,20.16,34.5,52.86,37.11,22.45,18,37.69,42.78,45.36,38.23,37.37,14.32,22.05
392,107.48,114.63,132.95,154.1,35.68,131.06,214.7,156.15,46.73,76.04,142.28,160.49,142.08,71.18,76.93,18.42,44.2
393,24.27,27.03,42.25,34.93,3.99,31.32,76.23,43.58,10.31,11.46,47,44.6,37.42,18.73,11.08,1.6,4.53
394,31.72,29.09,39.08,37.15,10.07,30.45,73.53,33.05,35.75,14.35,57.56,57.63,34.94,36.39,30.41,0.97,19.03
395,65.95,40.01,78.97,55.78,4.58,53.88,147.62,52.34,65.5,27.6,115.34,118.25,63.84,68.3,58.45,1.18,34.6
396,105.44,57.15,117.42,89.12,9.65,78.5,209.36,67.81,108.98,40.64,168.93,166.33,85.24,114.8,107.56,9.48,72.73
397,101.3,66.62,113.69,105.53,17.01,92.37,234.26,63.63,126.27,33.37,182.39,161.98,102.77,107.61,120.21,10.35,89.87
398,79.71,52.62,104.51,63.5,6.11,63.03,196.11,59.12,85.04,31.15,160.3,157.52,74.72,81.82,82.2,2.29,50
399,2.24,9.19,23.87,18.01,20.13,11.43,23.94,13.75,42.03,71.65,44.83,26.67,25.67,26,35.95,19.2,0.78
400,1.17,6.89,24.72,16.55,18.97,9.65,20.98,16.21,39.12,79.78,42.14,27.65,25.52,28.64,35,8.82,0
401,2.79,5.85,20.88,15.5,18.51,7.02,19.38,15.16,41.41,80.08,42.71,28.95,24.89,25.92,38.45,3.96,0
402,6.31,14.44,36.7,31.37,27.77,21.77,31.58,13.29,52.08,92.87,48.75,44.36,35.97,42.75,52.47,14.58,0
403,1.07,4.9,27.55,15.11,17.4,8.67,20.05,14.36,39.64,84.07,38.03,40.3,29.84,29.81,44.46,4.76,0
404,5.39,17.29,47.01,29.05,32.54,21.66,36.22,16.58,60.39,137.07,58.58,66.32,37.88,52.27,81.27,14.95,0
405,0.43,8.94,42.76,21.39,17.35,7.96,28.12,16.15,35.81,93.65,42.08,48.91,26.24,33.49,57.32,2.94,0
406,5.91,15.82,49.97,48.35,32.62,18.25,40.66,25.43,58.08,121.55,80.12,78.04,55.08,53.96,96.78,16.79,0
407,3.93,12.78,43.75,41.21,34.16,10.41,30.7,24.69,55.01,118.55,91.75,80.09,59.03,44.73,95.5,8.54,0
408,7.13,14.98,51.62,51.94,43.35,12.37,35.36,26.27,60.1,104.11,127.1,87.6,67.8,43.69,102.85,29.91,3.66
409,6.74,8.95,37.72,26.82,30.55,6.91,40.56,15.22,37.39,53.21,138,70.54,58.68,28.02,63.75,24.89,9.78
410,6.09,8.11,34.77,22.33,29.66,4,40.59,11.02,32.38,50.31,107.22,57.46,47.48,20.82,52.34,20.73,12.07
411,4.26,4.58,14.08,15.12,25.88,7.36,29.44,14.93,27.04,26.33,60.19,26.03,30.9,9.41,27.77,10.21,4.84
412,16.11,31.99,28.99,36.46,70.67,11.94,56.68,38.53,41.38,27.62,90.59,35.5,70.55,15.73,42.49,27.24,10.61
413,0.41,0,2.78,2.82,3.46,0.38,4.62,4.36,4.05,2.49,6.58,3.94,11.96,0.64,3.76,1.14,0
414,0.5,2.34,12.18,14.24,19.71,1.19,32.98,27.35,34.42,22.65,50.08,23.36,60.45,5.26,33.54,8.67,0
415,0.77,1.09,3.41,2.92,3.05,0.77,6,6.26,4.93,2.7,4.83,3.51,13.86,1.56,6.63,0.76,0
416,7.12,8.59,13.09,14.16,15.68,5.01,12.44,13.49,12.03,8.7,20.61,13.47,18.87,7.88,18.54,9.38,2.25
417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418,0,0,0,0,0,0,0,0,0,0,0,0,0.83,0,0,0,0
419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
421,2.29,0,4.18,2.64,2.62,0.19,3.26,3.43,3.83,1.83,1.91,4.15,3.47,3.95,7.23,1.35,1.69
422,0,0,0,0.63,0.85,0,0,0.75,1.97,0.64,0.57,1.42,1.39,0.95,2.86,0,0
423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
429,0.29,2.69,3.54,7.12,2.01,6.02,8.26,3.69,4.51,0,7.49,2.95,8.54,2.15,3.27,1.77,0
430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431,64.88,73.04,80.65,78.35,49.07,73.22,122.03,75.56,47.12,56.27,84.24,91.74,67.95,73.16,79.15,36.08,52.59
432,41.77,36.6,61.5,78.27,16.75,60.17,129.29,49.02,32.66,18.09,100.47,80.83,83.52,21.86,37.93,0.93,13.42
433,38.11,36.76,40.9,48.59,19.57,34.78,86.8,37.28,43.18,14.5,71.89,64.42,50,39.05,41.45,4.01,27.17
434,39.12,35.33,74.3,46.56,7.37,37.63,136.21,55.93,47.56,36.75,106.31,125.67,52.61,59.63,57.38,0,20.63
435,39.2,23.64,65.54,33.57,3.59,28.01,122.79,39.24,42.55,22.77,101.77,110.61,51.47,46.11,46.88,0.08,19.28
436,34.16,22.42,64.36,27.09,1.3,24.14,121.22,35.45,37.67,23.72,103.38,117.05,47.36,41.31,48.63,0.05,16.6
437,30.67,29.68,56.56,42.9,8.63,28.74,148.84,23.21,49.85,16.35,119.82,119.73,62.94,31.48,59.61,0,23.21
438,1.05,12.98,30.94,20.81,24.4,18.06,30.04,17.3,33.07,72.89,58.87,30.27,27.87,21.39,39.8,39.48,6.82
439,1.19,11.17,31.51,22.12,25.05,14.41,29.01,15.63,42.54,83.07,55.01,25.29,28.17,27.07,36.9,28.56,0.36
440,0.61,5.2,24.97,13.62,17.27,7.8,21.74,15.44,43.38,81.61,44.42,24.14,27.99,24.36,33,14.25,0
441,8.72,19.71,42.07,35.67,32.69,25.28,42.04,17.93,63.91,92.25,54.07,32.76,32.17,53.93,47.26,31.57,0.16
442,0.96,7.57,22.32,16.83,20.13,10.35,19.88,11.65,41.48,71.99,38.29,25.64,25.65,27.48,33.36,7.51,0
443,1.83,11.75,45.09,24.41,32.1,20.61,28.52,15.12,53.24,120.86,47.74,44.57,28.96,46.54,55.78,10.81,0
444,1.26,6.77,27.03,18.05,15.27,10.24,21.62,11.14,40.96,85.72,34.43,43.93,32.26,26.04,42.82,6.62,0
445,1.94,23.02,61.51,46.93,37.12,33.26,52.36,18.74,68.88,118.54,71.5,65.02,39.47,56.69,92.48,27.82,0
446,1.34,14.75,41.46,37.62,22.88,22.02,32.09,20.64,53.27,105,55.49,61.26,28.36,45.63,70.45,16.38,0
447,0.95,5.21,21.99,38.96,21.65,8.49,22.41,30.06,52.9,84.13,61.13,52.73,41.59,27.21,63.19,7.41,1.94
448,2.16,12.89,38.67,90.19,58.49,32.36,42.43,40.76,87.64,99.31,97.33,61.82,60.49,36.77,87.92,27.89,11.24
449,19.45,14.99,43.14,95.7,66.76,35.97,44.97,44.33,88.65,87.71,126.77,75.57,91.39,56.15,113.1,43.14,10.88
450,9.62,11.79,40.18,39.11,35.17,18.01,42.74,20.25,52.95,74.84,117.76,66.33,68.51,31.57,76.49,24.92,4.96
451,6.89,11.97,26.01,27.12,26.06,16.78,30.42,15.26,37.97,47.34,88.41,38.73,44.24,23.79,49.95,23.89,1.53
452,8.84,18.6,10.9,13.81,16.91,7.34,21.36,11.64,13.64,7.85,22.51,6.47,17.43,1.84,10.75,9.28,2.35
